ERR420386	ERR420387	ERR420388	ERR420389	ERR420390	ERR420391	ERR420392	ERR420393
9300	1	1	1	5	4	2	2	6
9301	4	4	3	6	2	6	3	2
9302	5	6	2	5	2	10	5	1
9303	5	5	2	2	5	6	4	3
6520	321	383	434	437	158	370	318	163
1128	92	273	0	1	0	261	88	1
9356	12	9	0	0	0	10	6	0
9376	1	4	0	1	0	3	5	0
283238	8	8	7	3	8	4	9	11
387601	23	7	397	497	732	9	22	674
387775	31	13	1508	1580	2104	7	28	1966
114571	20	9	453	457	604	9	28	570
117245	61	34	1	2	1	34	70	1
85329	0	2	0	2	0	1	0	1
5920	43	36	300	325	164	31	47	185
54979	2	1	0	3	1	0	1	2
11145	262	404	283	284	109	399	232	116
25923	232	124	469	452	492	143	254	512
10313	9908	5357	699	730	639	5271	9545	669
65998	233	239	261	258	150	252	206	134
144097	31	50	28	25	5	67	36	6
2011	224	273	159	159	70	248	205	83
283248	16	39	2	2	0	42	13	0
79829	102	98	50	61	46	93	107	46
1351	224	1387	804	801	67	1341	214	90
55611	184	320	158	168	47	333	184	42
28992	8	20	124	128	26	28	5	15
23769	62	118	10	18	3	130	60	5
10963	518	590	464	492	276	545	494	295
83706	5	32	93	122	6	29	2	14
83707	39	55	133	135	33	56	38	38
84304	14	70	133	121	9	70	14	16
3338	14	54	166	152	11	76	9	18
7423	214	195	166	183	82	174	167	70
2286	58	345	640	605	72	327	49	73
26472	4	27	88	90	5	32	2	4
100507590	0	4	7	3	2	3	3	1
5331	32	81	170	201	42	71	32	40
572	8	183	144	136	2	204	12	4
56834	12	103	68	68	3	88	11	8
50801	4	31	0	1	0	30	3	0
25858	1	8	2	1	0	8	1	0
2101	39	99	321	304	42	75	34	42
51504	193	273	325	306	152	251	187	157
25824	330	875	848	816	159	934	328	134
283234	2	31	67	68	1	43	3	2
8986	84	166	134	134	21	194	76	28
100302280	0	0	0	0	0	0	0	0
55867	0	0	1	7	1	0	0	0
116085	0	0	0	0	0	0	0	0
9379	276	728	6	12	1	747	251	1
10235	24	68	69	75	9	78	27	14
5837	89	139	8	10	2	122	73	1
7536	645	527	1075	1058	664	582	591	551
5871	44	131	74	55	7	123	41	11
4221	43	96	134	129	28	91	37	29
55561	0	1	24	23	0	1	0	4
10938	44	104	302	241	34	117	39	27
406967	0	0	23	21	0	0	0	0
406970	0	0	4	4	0	0	0	0
23130	24	139	374	392	32	146	29	33
5526	293	337	64	98	39	335	302	31
170589	0	0	0	1	0	0	0	0
283129	0	0	3	3	9	1	0	5
100507609	0	0	0	0	1	0	0	2
116071	2	2	53	70	26	6	2	28
402	176	366	61	63	12	386	173	13
29907	84	124	89	75	33	135	90	32
29901	2	34	31	28	0	26	3	5
10004	0	2	11	11	1	0	2	2
113130	19	13	5	8	5	16	20	1
7542	14	104	99	95	8	99	15	8
100130348	0	0	1	0	2	1	0	0
738	41	275	385	395	28	259	43	25
7108	56	189	618	663	96	219	40	84
741	1	28	35	27	1	26	0	2
2197	271	1211	1481	1481	270	1195	231	258
740	194	154	343	344	207	169	191	196
84447	73	119	778	759	289	101	80	230
387778	0	0	14	14	5	0	0	4
728975	12	14	51	39	32	14	12	35
823	51	282	492	523	48	291	61	52
440044	0	2	3	1	1	1	1	3
23649	53	27	77	71	65	45	43	78
10435	23	80	31	47	8	69	24	5
5977	193	184	146	147	87	209	215	78
220359	7	10	2	5	1	9	6	0
283130	16	25	68	51	13	24	9	9
83786	31	64	108	116	37	53	18	28
283131	1211	1225	7211	7257	5960	1119	1158	5906
693197	3	17	119	113	21	19	4	12
100507645	0	2	0	0	0	0	1	1
378938	56483	37385	58037	59902	68176	36141	54302	66202
57410	43	250	426	474	51	244	40	42
4054	17	208	472	488	18	243	10	25
10534	4	53	57	52	4	72	13	4
23625	18	99	74	58	0	110	19	8
254102	52	92	343	344	137	101	56	149
10089	1	4	1	2	1	8	1	0
4296	12	173	505	517	24	159	15	20
399909	30	134	286	317	24	134	24	15
6494	14	75	226	202	16	57	7	13
5970	74	112	370	362	168	101	95	156
10524	143	208	118	109	53	213	113	64
84153	63	122	148	147	40	126	62	31
91056	44	73	98	78	28	71	61	28
5017	0	0	1	0	0	0	0	0
100507675	0	0	0	0	0	0	0	0
254122	31	75	6	11	4	74	36	2
1072	2378	2085	990	965	485	2105	2262	452
80198	44	85	95	107	29	99	49	29
30008	12	54	55	74	8	56	18	9
1521	0	0	28	24	3	0	1	3
9158	247	226	117	141	48	214	199	51
11007	13	253	51	69	1	214	13	1
8061	0	2	0	2	1	1	0	1
83638	50	126	80	85	15	120	46	14
10589	132	334	188	173	25	317	125	32
254187	0	0	0	0	0	0	0	1
9092	31	185	265	265	21	173	40	19
84285	130	84	151	138	108	94	128	106
8815	102	81	111	97	65	87	76	63
1474	0	0	0	0	0	0	0	0
117144	0	0	0	1	0	0	0	0
89792	53	58	0	0	0	42	34	0
10992	935	764	839	944	551	773	986	514
55690	216	269	148	147	87	263	214	84
64837	48	321	18	24	3	317	54	1
81876	115	289	428	407	68	293	110	81
254263	132	168	7	2	1	180	141	1
10897	23	109	452	450	54	97	17	56
256472	81	266	1	0	0	266	68	0
57124	1	5	12	18	3	8	0	1
9610	3	40	5	4	0	44	4	0
25855	17	67	96	96	20	52	26	19
11041	1700	1259	201	222	121	1250	1604	142
3177	26	36	90	92	36	45	32	24
100505504	3	2	0	1	2	1	4	1
266743	9	13	1	2	0	18	4	1
65003	50	73	130	129	66	60	50	64
100505524	1	0	4	4	6	2	4	2
246330	156	212	59	37	20	229	132	8
100505554	3	12	8	14	1	11	8	4
10072	43	69	93	100	29	40	43	44
582	198	200	142	136	65	213	181	47
254359	2	37	42	38	2	38	5	0
89	0	3	0	1	0	2	1	0
8722	453	492	775	803	350	454	446	339
55231	10	6	3	3	2	4	12	7
9973	16	73	375	359	44	89	16	29
10432	180	244	488	490	251	221	161	256
100505578	31	26	59	42	46	13	23	45
5936	267	231	273	296	167	230	270	189
83759	159	94	92	111	98	65	160	97
6712	280	931	786	862	119	938	271	120
79703	175	110	10	22	9	89	136	14
9986	16	35	40	50	9	26	12	17
5091	60	293	1466	1403	119	328	75	121
78999	8	71	6	7	0	70	3	0
100423029	0	0	0	2	2	0	0	1
254439	0	0	0	0	0	0	0	0
91683	31	172	56	59	1	141	39	6
29984	0	0	111	110	13	4	0	18
22992	573	408	810	826	638	374	536	615
100505593	8	7	21	15	19	6	5	22
156	106	387	383	360	36	411	96	34
338692	14	120	45	50	5	111	19	7
54961	18	56	79	98	10	53	17	10
100130987	2	12	9	3	2	10	6	1
57804	43	81	356	385	104	67	35	95
23529	4	1	8	5	1	7	3	0
5883	8	16	22	31	6	24	6	9
5499	80	171	429	440	96	166	106	113
374403	1	6	25	34	2	12	1	1
57571	445	593	21	22	2	619	426	2
6199	14	67	233	221	17	84	9	14
5790	1	7	20	34	0	6	0	0
57175	6	98	217	226	11	101	9	5
390212	0	2	1	4	0	0	0	0
57010	12	7	15	14	11	5	4	11
80194	1	23	54	58	2	27	0	3
9049	22	173	143	163	13	197	22	9
9600	30	235	86	77	6	219	37	6
10263	7	47	196	175	15	56	10	14
51475	0	0	0	0	0	0	0	0
2950	81	487	143	168	24	471	85	19
100505621	1	1	0	0	0	0	3	0
4723	110	602	916	940	100	587	132	88
390213	0	0	2	2	0	0	0	0
254552	0	4	40	29	1	7	0	1
347853	0	2	4	3	1	0	0	1
91703	5	65	129	137	17	48	3	14
222	0	0	0	0	0	0	0	0
645332	7	7	16	18	12	12	5	13
81622	4	55	145	163	8	44	4	14
221	6	21	53	45	9	18	9	11
4728	32	237	222	216	10	219	26	13
10312	0	19	280	269	14	20	2	16
1119	253	184	167	168	177	166	260	172
51111	732	392	467	474	593	336	673	561
53838	44	60	232	204	74	60	45	75
4041	10	36	1135	1130	69	49	5	64
55291	1041	515	1029	1106	1215	508	1033	1267
51083	4	6	0	0	1	3	4	0
9633	11	3	4	3	3	3	5	5
1374	406	348	1109	1127	806	299	345	809
219927	210	181	109	123	89	174	188	86
3508	31	65	76	75	21	60	40	17
116512	0	0	0	0	0	0	0	0
116535	2	8	45	37	2	6	1	3
219931	25	28	192	205	53	45	29	59
100422846	0	2	0	3	1	1	1	0
26579	0	0	1	2	1	0	0	1
100505834	12	30	10	7	5	17	27	2
595	202	256	1197	1165	628	223	186	629
220064	51	51	59	44	31	70	70	48
9965	0	0	0	2	3	0	0	1
2249	0	0	0	0	0	0	0	0
2248	0	0	0	0	0	0	0	0
100127946	0	2	57	66	0	0	0	1
100009613	0	0	17	17	7	0	0	20
55107	18	12	1835	1795	1439	11	20	1319
8772	46	65	94	85	43	56	50	40
8500	574	341	464	497	401	306	522	405
100313770	0	4	1	2	0	0	0	2
2017	610	686	747	696	311	645	550	317
22941	443	401	325	350	190	375	487	228
220070	1	0	1	7	5	0	0	1
1717	181	266	507	498	182	259	156	186
55191	28	74	170	186	39	82	26	29
440050	0	0	0	0	0	1	2	0
57830	0	0	0	0	0	0	0	0
3846	1	0	0	1	1	0	1	1
387273	0	1	0	1	0	0	1	0
440051	0	0	0	0	0	0	0	0
55199	21	12	23	34	18	15	29	18
100131539	2	1	1	2	4	1	2	1
245911	0	0	0	0	2	0	1	0
100133315	17	16	29	33	28	12	23	36
100129216	4	3	4	6	7	3	4	6
55298	154	134	154	169	118	170	129	94
10068	29	31	61	64	32	20	24	38
4926	411	881	1131	1210	279	879	394	288
100422953	0	0	1	0	0	0	0	1
220074	121	94	88	79	75	81	116	60
55004	399	339	308	288	160	291	345	170
25906	47	69	18	24	14	74	76	25
2352	0	0	1	0	0	0	0	1
2348	0	0	3	5	1	1	0	1
2350	13	47	180	150	44	37	20	36
3636	103	162	311	326	97	185	90	84
401	0	0	0	0	0	0	0	1
81570	212	252	235	213	81	217	173	87
5138	439	625	328	335	113	685	455	103
406931	0	0	0	0	0	2	0	0
116985	66	222	512	550	123	211	73	117
100506020	10	6	12	24	10	7	7	4
10809	89	125	1469	1417	310	114	71	292
89849	22	64	89	95	18	48	16	23
9873	588	339	465	515	567	326	627	560
100506045	9	5	8	15	15	4	10	12
5029	1	1	44	40	19	1	1	21
5031	5	6	25	19	7	7	11	6
100287837	0	3	5	10	1	9	0	0
9828	304	398	209	212	49	456	246	37
84957	7	37	44	29	6	37	6	6
23201	491	431	177	185	90	491	496	89
58473	3915	2580	7	13	15	2659	3735	9
5870	3259	1659	592	648	795	1631	3147	722
51642	140	96	91	89	87	101	148	81
51287	162	132	396	409	250	141	156	269
80227	226	146	109	92	103	133	226	94
374407	0	3	0	0	1	3	0	0
7351	20	32	179	165	48	36	20	47
7352	7	2	2	5	6	4	4	3
26005	334	146	126	135	182	162	302	154
51400	627	433	141	128	111	439	583	81
283208	0	1	4	6	3	2	2	8
283209	4203	2414	121	137	120	2372	4091	117
10008	37	34	100	71	85	29	31	56
387787	3	3	6	9	12	2	8	9
100287896	125	75	29	23	29	47	127	38
10714	134	80	104	108	123	70	180	115
25884	1	2	4	8	8	1	2	7
254225	582	279	492	421	523	248	544	500
143570	133	106	186	180	162	94	132	180
9789	316	259	321	327	346	213	322	324
10825	129	79	167	179	174	86	118	141
341152	0	0	0	0	0	0	0	0
11309	385	555	3768	3838	1312	522	371	1233
100507050	0	3	1	0	0	3	0	0
408	371	477	259	242	111	525	421	79
442900	3	2	4	4	0	6	2	2
6188	517	526	1392	1492	692	520	485	651
6079	1	2	5	4	6	7	5	0
114599	94	278	672	647	95	300	84	63
283212	6	27	4	1	2	29	5	0
81544	14	48	40	53	5	49	13	8
871	22	45	417	379	120	54	27	120
4135	707	402	5	9	8	407	703	11
80168	1	1	468	503	246	0	0	238
84649	60	48	2414	2490	1422	63	68	1422
100506113	0	2	3	1	0	0	3	2
7405	484	229	253	257	268	253	464	277
7481	1	2	23	16	3	3	0	3
5612	464	239	271	249	328	203	443	360
100506127	80	48	15	10	12	55	72	12
56946	385	173	205	223	263	184	328	252
2615	16	21	161	158	55	16	13	62
390226	0	0	2	0	1	0	0	0
25987	7	10	984	991	245	12	1	236
55331	673	316	139	139	158	323	664	160
192134	0	0	0	0	0	0	0	0
726	67	115	749	816	260	127	73	198
4975	0	0	2	0	0	0	0	0
4647	23	56	436	433	138	48	25	143
220032	1	2	20	32	39	1	2	36
5058	4038	1628	238	252	277	1681	3876	261
282679	42	46	246	257	191	51	46	214
1207	549	366	389	394	399	358	589	332
51773	1205	629	424	413	485	604	1270	462
28971	112	63	155	147	103	73	95	103
92105	173	104	140	160	179	103	161	163
65987	4	2	45	60	37	5	5	25
7069	3	3	700	708	604	2	5	546
4718	1413	1356	1443	1558	1119	1383	1420	1096
79053	164	92	328	306	403	78	169	374
100289388	7	2	12	13	17	1	4	10
283219	75	62	147	170	121	46	71	88
57558	103	134	79	63	30	118	89	20
9846	883	703	165	205	147	687	849	116
100506220	4	1	2	1	3	0	7	5
79731	138	87	180	208	182	88	123	187
26011	421	352	6	8	4	352	403	5
100126333	3	1	0	0	0	4	3	0
100422823	0	0	0	0	0	0	0	0
220382	100	121	0	0	1	118	89	0
5547	526	334	1262	1368	1209	307	565	1110
220042	12	2	14	13	16	2	6	15
27314	324	171	56	47	70	178	270	52
100379250	2	3	2	2	1	1	1	1
100506233	136	95	95	107	108	101	121	107
100506259	29	18	39	45	61	18	31	64
51585	799	466	679	703	791	460	753	825
100506282	41	30	28	30	36	32	31	38
338699	166	105	33	56	41	108	174	43
60492	251	172	197	251	210	172	226	211
1740	4130	2192	89	81	130	2127	4118	118
55863	607	352	209	220	264	358	598	262
84233	273	141	143	110	138	161	250	150
58487	754	508	598	613	761	503	722	703
220388	9	10	7	10	5	5	12	5
54843	1325	588	204	244	333	564	1252	284
100506308	2	3	4	5	2	5	5	2
220047	1	1	2	1	5	0	0	2
8301	3054	1623	2166	2232	2466	1545	2992	2446
8726	194	148	166	155	161	154	182	166
51501	221	193	102	129	93	190	212	95
60494	12	11	3	4	8	7	10	8
10873	249	180	26	41	25	180	278	28
11098	99	32	160	140	170	42	77	160
100506355	15	11	17	23	22	9	13	15
8322	228	112	966	1078	1044	123	222	1060
100506368	13	6	10	14	13	6	9	14
65084	648	286	457	492	543	265	511	527
23682	4	0	4	8	10	1	4	7
100423040	0	0	0	0	0	0	0	0
1075	186	127	426	438	423	118	175	380
2915	1618	838	1	1	3	837	1595	0
7299	0	0	0	0	0	0	0	0
50507	38	19	1	4	2	14	48	6
219595	23	8	180	205	249	18	23	214
390231	2	0	0	1	2	0	0	0
57093	0	0	0	0	0	0	0	0
642414	0	0	0	0	0	0	0	0
642446	0	0	0	0	0	0	0	0
399939	1	0	0	0	0	0	1	0
729384	0	0	0	0	0	0	0	0
120146	1	0	0	0	0	0	0	0
399940	0	0	0	0	0	0	0	1
642569	0	0	0	0	0	0	0	0
642612	1	0	0	0	0	0	0	0
642623	0	0	0	0	0	0	0	0
10003	134	73	62	56	72	71	141	76
26973	392	254	307	335	395	234	408	342
100302228	0	0	0	0	0	0	0	0
120114	5174	2252	44	53	67	2173	4952	85
4544	0	0	0	1	0	0	0	0
120103	241	131	70	62	66	145	204	49
159989	0	3	15	15	15	2	4	8
56935	18	12	175	189	117	16	9	124
85459	529	237	247	208	316	264	534	272
619383	1632	1275	825	809	776	1280	1600	816
100506644	12	10	7	7	6	7	5	7
684959	33	23	51	41	43	33	37	36
692063	126	64	96	117	195	53	94	174
692075	5	5	6	5	11	1	4	6
677792	7	3	8	6	12	6	8	8
654320	240	391	734	746	73	418	287	72
692072	8	3	12	10	8	8	17	10
677805	83	94	200	187	42	98	75	42
100302240	6	4	7	7	9	5	4	4
677822	73	71	120	118	59	77	56	45
79101	178	123	161	168	222	135	171	187
28970	358	183	1707	1731	2192	182	344	2034
9440	219	122	132	151	174	129	259	189
387804	13	7	1	0	0	6	8	1
341208	2	3	22	32	40	3	3	36
24145	362	172	253	237	231	178	317	250
390243	0	0	1	0	0	0	0	0
10888	101	51	7	4	7	50	98	12
4361	216	120	178	180	187	110	190	197
100302275	0	1	0	1	3	0	0	1
54851	97	43	63	92	132	44	107	102
643037	11	12	1	6	0	15	8	2
2526	53	55	76	62	60	39	53	56
143689	51	23	22	17	15	31	48	26
154810	438	305	665	659	537	310	423	499
51503	665	366	343	378	434	375	707	467
55693	17	4	8	9	1	12	14	8
390245	2	1	2	1	0	1	1	2
10929	512	329	299	298	294	292	453	285
23052	1945	937	138	140	156	935	1834	159
143686	888	521	215	255	220	538	961	251
100129203	15	7	1	7	4	8	13	8
143684	212	124	272	283	407	111	177	383
9702	365	177	526	537	633	186	327	578
8898	871	380	152	168	173	438	849	164
84441	208	129	105	121	109	127	203	116
100131541	12	10	10	15	11	11	12	12
100422991	0	0	0	0	0	0	0	0
79780	485	264	171	199	241	248	475	261
8690	162	110	107	66	88	82	138	92
53942	326	143	3	1	2	143	303	1
143872	89	46	258	261	364	42	90	323
83935	41	17	103	77	131	20	38	130
5241	33	20	53	55	65	17	39	57
7225	57	31	3	7	7	16	52	11
253935	12	9	0	0	0	9	13	0
57562	514	300	7	19	17	279	473	20
85016	4	6	3	0	2	1	10	0
10413	333	242	696	728	691	219	320	646
330	104	59	373	342	477	51	109	423
329	742	380	677	715	886	386	679	809
114908	1010	573	4678	4687	5433	600	993	5271
727869	8	7	4	9	6	3	6	9
4316	0	0	4	4	4	0	0	6
9313	0	0	0	0	0	0	0	0
64066	0	0	0	0	0	0	0	0
4317	0	0	0	0	0	0	0	2
4319	0	0	0	0	0	0	0	0
100288077	0	0	1	0	0	0	0	1
4312	1	0	1	0	5	1	0	1
4314	2	4	0	0	0	2	8	0
4321	0	0	0	0	1	0	0	3
4322	0	0	1	0	1	0	0	1
84259	1255	793	183	163	244	719	1238	195
79659	1249	577	133	146	202	558	1174	171
80310	38	16	44	46	73	22	46	49
414301	1	0	3	2	5	1	1	2
100506742	9	4	3	0	3	5	7	4
643733	5	3	9	13	18	1	1	11
837	27	10	293	303	423	14	24	398
838	1	0	7	2	5	0	0	10
834	60	36	202	187	202	24	37	189
114769	19	13	76	86	112	15	15	75
440068	0	0	0	0	0	0	0	1
59082	0	0	0	0	0	0	0	0
2893	1554	816	3	4	3	789	1566	1
84437	803	452	119	100	146	452	841	130
143879	342	200	61	69	70	167	339	78
60496	1264	746	413	413	428	835	1232	421
2977	599	302	75	76	79	272	535	72
143884	673	396	292	291	338	395	642	337
91801	162	79	111	105	112	89	160	145
55531	1329	651	1	2	1	593	1212	1
643923	12	3	0	0	0	6	4	0
6588	65	31	1	1	3	34	54	2
54733	56	37	6	7	12	37	68	6
54734	63	36	27	26	15	39	49	21
8065	1209	661	656	610	737	612	1170	730
38	528	331	5006	5051	4620	337	511	4602
4863	547	277	325	339	439	255	532	398
472	1763	944	1405	1415	1844	843	1643	1787
160140	22	15	13	21	18	16	18	27
143888	131	68	295	294	319	81	157	278
23086	208	108	588	557	821	102	215	757
1662	251	125	88	104	87	128	218	112
100049615	0	0	0	0	0	0	0	0
399947	1432	841	0	3	3	803	1315	2
85463	453	229	302	315	328	222	411	363
5962	1546	802	1748	1767	2006	748	1459	1955
2230	180	126	603	628	536	127	158	507
57569	611	301	70	66	92	300	569	56
341032	0	0	0	0	0	0	0	0
399948	34	24	11	4	8	19	29	13
120376	18	13	0	1	4	12	20	0
5450	5	2	10	6	6	0	2	6
644277	1	1	0	0	0	0	2	0
100506852	1	1	0	0	0	0	1	0
54766	0	1	0	0	0	2	1	0
407041	0	0	0	0	0	0	0	0
407042	0	0	0	0	0	0	0	0
399949	1	1	0	0	0	0	1	1
143903	162	95	7	13	5	74	125	10
23235	622	388	1227	1202	1093	396	631	1032
5519	338	214	1019	1049	1167	197	340	1147
79796	338	179	263	271	284	185	328	264
91893	41	28	39	28	38	15	32	32
64776	127	77	169	166	218	81	130	213
1410	3321	2315	43	45	41	2411	3251	35
3316	7	29	5	3	1	18	6	2
91894	4	4	76	68	43	2	3	65
85458	1211	616	239	221	276	650	1236	255
1737	711	421	238	267	248	422	723	214
120379	25	14	10	6	6	14	31	6
55216	548	240	255	231	309	239	505	302
26521	205	142	252	231	207	167	190	192
6392	338	197	1281	1221	1346	186	322	1308
3606	36	25	46	41	46	23	29	50
56158	4	1	7	6	8	2	3	6
83875	151	70	760	761	1121	74	145	1059
5805	245	196	199	224	223	196	268	176
349633	4	3	6	4	12	1	5	15
100506870	65	50	22	16	9	35	73	8
4684	4598	3554	78	80	79	3305	4602	72
100506886	34	18	0	0	4	17	44	3
100288346	2	12	0	0	0	12	5	0
54970	89	37	91	104	126	39	82	119
255239	0	1	2	0	0	2	0	0
1813	1	2	0	0	0	3	2	0
100422855	0	0	0	0	0	0	0	0
80975	14	21	6	6	2	25	13	2
9183	241	86	192	209	270	90	225	253
644672	0	0	1	0	0	0	0	1
57646	247	122	298	254	339	123	252	330
9177	70	31	1	0	0	36	52	0
3359	6	3	0	0	0	6	5	0
7704	90	231	419	403	100	247	80	81
4837	4	4	1241	1226	575	7	3	511
100506941	0	0	0	0	0	0	0	0
54494	12	29	67	78	18	33	14	15
10179	128	59	220	255	275	58	96	284
25996	171	137	189	185	191	140	160	165
120400	4	0	0	1	2	3	5	0
54827	1	1	1	3	0	0	1	3
120406	5	2	0	1	2	3	2	1
23705	1411	790	782	781	764	761	1395	718
100506958	29	11	23	26	53	15	31	45
283143	15	13	1	0	1	25	24	1
84811	132	71	95	102	84	59	131	82
8882	176	91	116	109	92	95	143	83
116519	2	0	1822	1813	363	0	0	349
337	0	0	12	9	1	0	0	4
345	14	11	34124	34202	5884	10	8	5734
335	30	30	48151	48506	4660	17	25	4478
23387	1129	736	648	618	538	730	1166	506
5049	2489	1433	596	708	632	1388	2321	580
100506982	14	13	14	7	4	13	18	9
51092	126	136	446	450	161	113	82	191
6876	45	105	327	308	82	111	41	101
9159	44	94	190	171	72	99	59	52
257160	274	146	102	106	121	170	257	114
23621	1813	980	810	827	768	925	1891	707
22897	99	119	131	125	76	112	104	72
100129201	0	1	6	3	0	3	2	2
57453	65	126	23	12	4	152	53	1
100507028	5	2	13	17	13	3	2	12
486	0	4	72	72	10	2	1	14
53826	1246	1447	256	256	113	1416	1286	87
84000	2	1	4	4	3	0	0	2
3587	35	40	435	434	175	48	34	203
56649	0	0	3	7	3	2	2	3
6330	387	322	13	12	10	316	392	7
6327	1457	1121	1	2	0	1069	1401	0
120425	6	5	81	105	68	0	3	79
196264	7	3	31	36	23	4	8	25
10205	7	10	145	183	165	6	4	164
916	2	0	21	16	14	2	0	16
915	2	3	12	13	8	1	2	3
917	0	1	13	9	19	2	1	9
9354	1754	791	1185	1148	1545	744	1729	1447
10632	661	572	544	468	300	536	665	319
84796	15	9	2	1	0	11	16	0
4297	2231	1114	1137	1213	1419	1081	2135	1409
143941	2	8	819	868	335	2	1	319
84866	200	218	143	157	63	231	173	65
56912	349	141	92	125	143	127	304	139
372	1289	616	1240	1297	1411	641	1235	1334
23187	282	635	134	130	34	656	308	46
11181	4	9	51	55	15	18	3	19
1656	4977	2839	2167	2138	2334	2721	4824	2256
643	0	2	2	3	2	0	0	0
283149	28	102	251	300	25	123	26	40
7379	0	0	0	0	0	1	0	0
283150	0	2	1	0	0	0	0	0
338657	95	74	72	76	69	77	95	66
649946	25	24	23	16	23	22	24	25
6230	616	502	1081	1122	679	484	577	628
51399	211	192	115	116	96	186	205	100
2542	65	84	1300	1278	612	79	87	621
10525	1046	840	1171	1232	650	807	956	584
55823	271	220	185	186	147	205	276	116
3145	22	21	64	62	22	19	16	20
3014	32	95	29	29	3	92	20	6
1798	84	65	169	184	134	71	81	147
9854	94	212	91	82	20	185	90	18
25988	106	92	60	72	44	93	99	41
64137	27	47	3	2	3	36	30	1
79671	12	38	105	111	14	36	12	27
79849	0	0	3	1	1	0	0	1
283152	1	4	1	5	0	0	0	1
867	928	524	314	349	340	568	939	384
4162	238	289	76	66	39	296	228	34
79102	54	76	106	122	46	86	57	47
83552	0	0	0	0	0	0	0	0
114902	0	0	0	0	0	0	0	0
9099	153	145	67	56	37	143	130	37
100499227	3	8	3	4	1	5	6	3
7070	1998	3293	30	16	4	3101	2013	8
5818	239	415	73	78	21	406	224	17
100507077	1	3	0	0	0	5	3	0
23650	4	5	6	7	5	1	2	2
729173	1	2	3	4	5	5	1	2
220323	82	114	1667	1613	573	125	89	593
25833	1	1	0	1	1	1	0	2
219902	65	52	3	9	8	53	84	5
23365	5021	2615	4960	5162	6121	2385	4875	5742
2900	43	65	3	0	0	68	52	0
219899	423	211	531	527	589	208	438	585
7007	55	28	40	34	26	27	41	31
6309	2149	1213	3132	3177	3781	1166	2064	3582
6653	8638	5075	5380	5414	5521	4904	8074	5358
100507165	89	40	1	1	1	46	103	0
100507145	220	136	10	15	12	139	202	13
399959	754	364	87	93	132	310	828	163
406911	53	30	1	2	1	25	41	1
414899	10	3	8	11	6	2	8	9
406882	3	4	2	1	1	4	8	2
406892	2	0	0	0	2	0	3	2
84959	299	176	72	58	47	161	292	62
56253	7	2	5	2	4	2	10	10
79864	60	24	9	14	12	22	66	12
390259	0	0	0	0	0	0	0	0
341056	33	5	9	1	2	10	28	2
3312	17363	6372	7843	8048	10239	6133	16843	9933
85391	13	7	28	21	26	22	18	24
85390	15	8	24	24	15	9	10	9
85389	26	17	40	30	20	22	16	25
79827	54	20	17	8	6	31	63	12
100507215	0	0	0	0	0	0	0	0
100128242	3	3	4	3	0	4	0	0
57476	418	316	27	30	24	300	402	20
55800	2539	1507	5	5	5	1440	2433	6
7753	72	43	68	57	75	54	79	54
390260	1	0	0	0	0	0	0	0
390261	0	0	0	0	0	0	0	0
338661	0	1	0	0	1	0	1	1
338662	1	0	0	0	0	0	1	0
219875	0	0	0	0	0	0	0	0
219874	0	0	0	0	0	0	0	0
219873	0	0	0	0	0	0	0	0
390264	0	0	0	0	0	0	0	0
219870	0	0	0	0	0	0	0	0
219869	0	0	0	0	0	0	0	0
390265	0	0	2	0	0	0	0	0
4013	245	108	65	60	65	116	243	60
26492	0	0	0	0	0	0	0	0
26494	0	1	0	0	0	0	0	0
219865	0	0	0	0	0	0	0	0
283159	0	0	0	0	0	0	0	0
283160	0	0	0	0	0	0	0	0
26595	0	0	1	0	0	0	1	0
390271	0	0	0	0	0	0	0	0
283162	0	0	0	0	0	0	0	0
26493	1	0	0	0	0	0	0	0
219858	1	0	0	0	0	0	0	0
390275	1	0	0	0	0	0	0	0
116337	2	2	0	0	0	0	4	0
84897	1342	759	389	371	406	734	1370	435
54414	684	333	353	389	433	321	627	387
53340	79	53	1	4	6	38	94	6
4900	224	1350	7	6	0	1334	222	1
23584	15	11	9	10	10	17	16	5
90952	64	40	124	139	69	47	62	72
79684	75	31	38	29	49	38	83	59
100130428	10	8	17	17	13	6	10	20
100507283	56	22	13	23	13	22	41	16
64221	24	55	15	21	9	63	24	6
54538	20	42	174	194	36	33	12	31
220296	462	515	85	102	46	534	467	52
641654	0	0	0	0	0	0	0	0
80071	34	8	56	51	82	17	18	85
219855	13	21	164	174	68	38	21	57
219854	92	54	92	117	80	72	98	78
63876	206	181	3	9	4	170	191	4
9638	3682	2064	206	205	149	1920	3510	168
403312	1	12	0	1	0	19	2	0
9538	457	304	1216	1190	985	288	480	946
3703	803	398	1507	1537	1732	397	727	1741
1111	24	24	22	17	7	18	26	18
56	7	4	0	0	0	1	2	0
160065	0	1	0	1	0	1	6	0
399967	6	3	0	0	3	4	13	0
100169851	5	3	0	0	0	0	2	0
399968	4	6	2	1	4	3	5	5
219844	121	84	59	59	72	62	127	71
83480	114	49	125	140	185	51	97	184
29118	329	168	4	3	5	178	322	8
338667	1	1	0	4	0	1	2	0
50937	152	77	124	113	136	74	147	116
84881	139	104	156	167	83	96	136	116
79607	288	168	81	84	129	126	265	108
6734	612	348	1861	1950	1544	360	584	1496
55572	81	162	324	334	113	135	92	79
